Edition	GLOBAL ID	Albania	Algeria	Angola	Argentina	Armenia	Australia	Austria	Azerbaijan	Bahrain	Bangladesh	Barbados	Belgium	Belize	Benin	Bhutan	Bolivia	Bosnia and Herzegovina	Botswana	Brazil	Brunei Darussalam	Bulgaria	Burkina Faso	Burundi	Cambodia	Cameroon	Canada	Cape Verde	Chad	Chile	China	Colombia	Costa Rica	Ivory Coast	Croatia	Cyprus	Czech Republic	Denmark	Dominican Republic	Ecuador	Egypt	El Salvador	Estonia	Ethiopia	Finland	France	Gabon	Gambia, The	Georgia	Germany	Ghana	Greece	Guatemala	Guinea	Guyana	Haiti	Honduras	Hong Kong SAR	Hungary	Iceland	India	Indonesia	Iran, Islamic Rep.	Ireland	Israel	Italy	Jamaica	Japan	Jordan	Kazakhstan	Kenya	Korea, Rep.	Kuwait	Kyrgyz Republic	Lao PDR	Latvia	Lebanon	Lesotho	Liberia	Libya	Lithuania	Luxembourg	Macedonia, FYR	Madagascar	Malawi	Malaysia	Mali	Malta	Mauritania	Mauritius	Mexico	Moldova	Mongolia	Montenegro	Morocco	Mozambique	Myanmar	Namibia	Nepal	Netherlands	New Zealand	Nicaragua	Nigeria	Norway	Oman	Pakistan	Panama	Paraguay	Peru	Philippines	Poland	Portugal	Puerto Rico	Qatar	Romania	Russian Federation	Rwanda	Saudi Arabia	Senegal	Serbia	Seychelles	Sierra Leone	Singapore	Slovak Republic	Slovenia	South Africa	Spain	Sri Lanka	Suriname	Swaziland	Sweden	Switzerland	Syria	Taiwan, China	Tajikistan	Tanzania	Thailand	Timor-Leste	Trinidad and Tobago	Tunisia	Turkey	Uganda	Ukraine	United Arab Emirates	United Kingdom	United States	Uruguay	Venezuela	Vietnam	Yemen	Zambia	Zimbabwe	Average GCR	Latin America and the Caribbean	Emerging and Developing Asia	Middle East, North Africa, and Pakistan	Sub-Saharan Africa	Commonwealth of Independent States	Emerging and Developing Europe	Advanced economies	Low income	Lower middle income	Upper middle income	High income: OECD	High income: nonOECD	ASEAN	Stage 1	Transition from 1 to 2	Stage 2	Transition from 2 to 3	Stage 3
2008-2009	STARTBUSPROC	10	14	  	14	9	2	8	13	  	8	  	3	  	7	  	15	12	11	18	18	9	6	11	10	13	2	  	19	9	13	11	12	10	8	  	10	4	9	14	7	9	5	7	3	5	  	9	5	9	11	15	11	  	8	  	13	5	6	5	13	12	  	4	5	9	6	8	10	8	12	10	13	8	  	5	  	8	  	  	7	6	9	5	10	9	11	  	11	6	8	  	8	15	6	10	  	10	7	6	2	6	9	6	9	11	7	7	10	15	10	7	7	  	6	8	  	7	10	11	  	  	5	9	9	8	10	5	  	  	3	6	13	8	13	12	8	9	9	10	6	18	10	11	6	6	11	16	11	  	6	10	8,966101695	8,92	8,588235294	6,411764706	7,323529412	8,222222222	9,083333333	5,916666667	7,708333333	8,027777778	8,225	6,516129032	6,473684211	9,222222222	8	8,411764706	8,454545455	7,166666667	5,864864865
2008-2009	STARTBUSDAYS	36	24	  	31	18	2	28	30	  	74	  	4	  	31	  	50	54	108	152	116	32	18	43	86	37	3	  	75	27	35	42	77	40	40	  	17	6	22	65	9	26	7	16	14	7	  	32	11	18	42	38	26	  	44	  	21	11	16	5	33	105	  	13	34	13	8	23	14	21	44	17	35	21	  	16	  	73	  	  	26	26	15	7	37	24	26	  	65	7	27	  	20	24	12	29	  	99	31	10	12	39	34	10	34	24	19	35	72	52	31	7	7	  	14	29	  	15	58	23	  	  	5	25	60	31	47	39	  	  	15	20	43	48	49	29	33	82	43	11	6	28	27	62	13	6	44	141	50	  	33	96	34,56779661	40,44	45,88235294	17,94117647	31,55882353	22,88888889	26,41666667	16,30555556	31,29166667	32,47222222	32,825	18	25,42105263	51,77777778	33,33333333	36	32,24242424	28,70833333	16,59459459
2008-2009	EOSQ046	3,423232221	3,522580578	  	3,291830098	4,409538122	5,132421021	4,526359966	4,036879629	4,628427612	4,036353324	4,46343587	4,168500971	  	3,30479763	  	3,800810439	3,277483587	4,217494599	4,450909044	4,40634	3,096430457	4,008110797	3,200178161	4,301197881	4,242192939	4,234223434	  	3,753370904	5,140723497	5,107420913	3,941527446	4,252570167	3,68384	3,433188888	4,329907825	3,988466205	4,393349197	3,762761965	3,591231007	3,582048038	4,07823015	4,676791945	3,875979199	3,976604083	3,941891569	  	4,641943516	3,844829416	3,76178812	3,79054	3,637813002	4,549979035	  	4,275081918	  	4,009013096	5,003555375	3,333991198	3,094092381	3,768331811	4,710394981	  	4,477182434	4,355741989	3,700787477	3,870880788	3,073640614	4,066896602	3,705831378	4,437454494	4,308561599	4,243703946	3,207939677	  	3,473622338	  	3,069534711	  	3,561053793	3,749272773	4,432815963	4,347681488	3,934156229	4,760997	5,101389596	4,3351759	4,712146654	3,78262864	4,512697529	3,528418175	  	3,635542	4,035314208	3,473401694	3,342755776	  	4,016914031	3,616637567	4,649818205	5,764253641	4,080792634	4,05549307	3,582363295	5,050682645	3,723790909	3,713650153	3,853782637	4,144522254	3,806814034	3,081322588	3,788801733	3,746652964	4,942386606	3,16771981	3,532781147	  	4,370287651	4,035743042	3,74053633	  	  	5,573815927	3,236494876	3,688870156	4,822534045	3,709009518	3,893481184	  	  	4,526359378	3,32618246	4,225895181	4,158754675	3,467197408	3,775908404	4,131288396	3,449272455	3,441442186	5,136822521	3,744702492	3,430372206	2,724158442	5,043101828	3,848698099	3,904769213	4,603978774	2,51383509	4,302915331	  	4,219514536	1,586254568	3,974004332	3,494376257	3,42749291	3,478106651	2,854528038	3,21435058	3,535906337	4,136253008	2,825368373	3,230153614	3,22922579	4,068667698	4,355196369	3,41781558	3,019797391	2,713197344	3,591678671	3,576521991	4,157170669
2008-2009	CORPTAXRATE	46,8	72,6	  	112,9	36,6	50,6	54,6	40,9	  	39,5	  	64,3	  	73,3	  	78,1	44,1	17,2	69,2	37,4	36,7	48,9	278,7	22,6	51,9	45,9	  	63,7	25,9	73,9	82,4	55,7	45,4	32,5	  	48,6	33,3	40,2	35,3	47,9	33,8	49,2	31,1	47,8	66,3	  	286,7	38,6	50,8	32,9	48,6	37,5	  	39	  	51,4	24,4	55,1	27,2	70,6	37,3	  	28,9	36	76,2	51,3	52	31,1	36,7	50,9	34,9	14,4	61,4	  	32,6	  	20,8	  	  	48,3	35,3	49,8	46,5	32,2	36	51,4	  	107,5	21,7	51,2	  	38,4	31,6	53,1	34,3	  	26,5	32,5	43,4	35,1	63,2	29,9	42	21,6	40,7	50,8	35,3	41,5	52,8	38,4	44,8	44,3	  	46,9	51,4	  	14,5	46	35,8	  	  	23,2	50,5	39,2	37,1	62	63,7	  	  	54,5	29,1	46,7	40,6	82,2	44,3	37,7	28,3	33,1	61	45,1	32,3	57,3	14,4	35,7	46,2	40,7	53,3	41,1	  	16,1	53	47,89576271	43,272	35,98823529	28,16470588	43,31764706	45,01111111	42,59166667	41,61388889	54,3375	38,98055556	38,2025	45,07419355	22,77894737	29,43333333	49,52820513	27,70588235	39,94242424	35,00833333	40,5027027
2008-2009	GCI.B.06.01.01	3,619409185	3,735698792	  	3,370272755	3,752935043	5,485873805	5,286089986	3,948755218	4,750898435	3,946558265	4,073502626	5,125769567	  	3,997180522	  	3,278068922	3,549035739	4,1044652	3,752382072	3,973939804	4,139857039	4,280701114	3,336710475	3,950473014	3,963094904	5,23049414	  	3,021659477	4,994320813	4,495087072	3,897669755	4,340024591	3,823745949	4,137520873	4,858213995	4,719862286	5,362673088	3,977230991	3,428785804	4,20481547	4,272012654	5,106943998	4,031689304	5,21905654	5,017061289	  	4,310386908	4,277514276	5,225659768	4,16219937	4,157248764	4,383154833	  	4,086871837	  	4,034277997	5,322164126	4,275411693	4,866865671	4,620448544	4,636074292	  	5,35955402	4,716600187	4,12881651	4,370015729	4,912580237	4,770890468	4,152914932	4,143118513	4,929347504	4,640545138	3,664170824	  	4,531051016	  	3,85976531	  	3,7419701	4,441574951	5,128056554	4,097249683	4,258087895	4,28836317	5,075977607	4,292352782	4,545700515	3,421771776	4,666108915	4,018875943	  	3,951299546	4,148349957	4,368612835	3,661117533	  	3,961022046	4,003600612	5,518621523	5,313712976	3,742594597	4,551812979	5,05416865	4,771857047	4,111340961	4,404765109	4,055607114	4,210378099	3,839182096	4,209044187	4,606294712	5,044571413	4,841746669	4,295740597	3,987538702	  	5,052720256	4,365833587	3,683575772	  	  	5,699687283	4,754321808	4,34208324	5,055118502	4,604267188	4,590717575	  	  	5,227676826	5,289032356	4,244949713	5,086089378	3,505033957	3,900626913	4,549500457	3,405877784	4,101946666	5,004512379	4,562477008	3,798280574	3,727129749	5,034936998	5,135575523	5,313652025	4,094243977	2,922758668	4,338282319	  	4,333150464	3,069940926	4,373371022	3,512390462	3,492765823	3,673665725	2,977545098	3,446221411	4,09660389	5,00626218	2,908161748	3,390758703	3,408157197	4,978752443	4,626545289	3,373714399	3,14754086	2,777863632	3,78832584	3,818570844	4,9902184
2008-2009	EOSQ096	4,696074351	4,324441352	  	3,377944486	4,103450968	5,515481073	5,868707926	4,120484572	5,505131662	4,263496118	4,459614016	5,609905078	  	4,466988028	  	3,273340927	4,799002424	5,00100626	4,071874286	4,436984	4,519574825	4,490652939	3,888280564	4,086777762	4,296864345	5,128008469	  	3,462719908	6,072041059	4,542455177	4,032280464	4,29595903	4,321224	4,68421206	5,569144951	5,881074077	5,743629199	4,107597313	3,311763501	3,873956652	4,642460745	5,703848763	3,828192267	6,022303328	5,415573157	  	4,666098432	5,406574795	5,360124392	5,735581	5,35740293	4,618991135	  	4,745852969	  	4,814265663	6,658737574	5,405080485	4,423299081	4,633238128	5,259609125	  	5,804873748	5,45445055	4,881046247	5,513659835	4,365156299	4,529633853	3,664073923	3,730317557	5,084460939	4,698731314	3,641783871	  	5,530394155	  	3,639515856	  	4,405515996	4,849818381	5,863887044	4,438758955	4,1850767	4,322539	4,624330511	3,728106713	5,602336143	4,358911168	5,373078687	4,751195895	  	3,666113849	4,750953459	4,169408627	4,070634562	  	4,866951962	3,57404151	5,600456093	6,235549088	3,924188076	4,376128676	4,2347975	4,813798358	3,978956921	4,373313979	4,308518655	4,724626069	4,249999024	4,670560262	5,518911725	4,864323914	5,472760728	4,701864101	3,97924753	  	4,717720022	4,066924994	4,245622645	  	  	6,341113739	6,036668393	5,238695151	4,969404547	4,884709441	4,238977677	  	  	6,153542394	4,313650732	4,00680267	4,759741277	3,542108629	4,449833158	4,156274371	3,217936602	4,852217731	4,750737088	4,912820909	4,062401914	3,985788299	5,834488454	5,332090866	5,236435522	4,639829449	3,338054697	4,049916066	  	5,011011423	3,371209047	4,684828174	3,849983599	3,470597054	3,849070129	3,187668898	3,604834732	4,722861905	5,433181415	3,007894784	3,572674803	3,69241025	5,387462598	5,132137062	3,429321206	3,287787675	3,002744569	4,067538218	4,162033649	5,415922034
2008-2009	EOSQ094	4,273331865	3,422412146	  	4,690604796	4,89954409	5,661568541	5,899233635	5,46921153	6,026963032	4,757116664	5,489646312	6,04877178	  	4,777457946	  	3,671363764	4,484295374	5,657070127	4,943029753	3,863053	4,435112835	4,735813508	3,874568275	5,054940167	5,336453832	5,698968477	  	3,894596922	6,068569279	4,357831563	4,893541503	6,099117778	5,84201	4,927980118	5,209750446	5,458766868	5,934725556	5,666966179	3,821072366	5,010066419	5,46955189	5,686004469	3,680368196	6,148567067	5,504316711	  	6,014832687	5,452895765	5,713364636	5,731003	5,254073751	5,610069151	  	4,732758503	  	5,557746264	6,681293377	6,112979542	4,4229781	5,17136769	5,823991907	  	6,514972296	5,828629848	4,347522477	5,802848027	4,497751429	5,522573133	4,317880358	5,385923909	5,444697587	3,270660279	4,166769347	  	5,702176948	  	4,934769682	  	3,207718044	5,030950859	6,336620503	4,239847708	4,776115517	5,147166	5,203707545	4,445662151	5,804787127	3,427105277	5,573987271	5,81526099	  	5,104137264	5,231868278	4,898157907	4,822153321	  	5,30524636	3,621717364	5,810710277	5,831333067	4,911517198	5,635604902	5,394568814	4,757469612	5,130844775	5,850556781	4,212871921	5,887870236	4,6363428	5,03080983	5,166387878	5,729675978	4,680792603	4,872436966	3,472117821	  	4,231001921	5,415397094	4,319927868	  	  	6,511825195	6,459953118	4,331083598	5,380046011	5,291388851	5,170288912	  	  	6,283165442	5,705116881	3,440658671	5,298362495	4,263500708	5,171571163	4,797928649	4,222394819	5,471555712	5,318603414	5,579761586	6,246320876	3,71276316	4,958831189	5,963498165	5,492794161	5,645063863	3,347028959	4,390164285	  	6,028027881	3,227406357	5,089760523	4,546344449	3,892646037	3,756658809	3,736458029	3,972742531	4,878275236	5,640816821	3,495717989	4,104073282	4,097541888	5,588093971	5,129768179	3,752236484	3,846622223	3,02574977	4,479597054	4,637394386	5,608637214
2008-2009	EOSQ095	4,310470139	4,311269967	  	3,705591255	4,845047458	5,349576365	5,621240801	5,02661591	6,123258975	5,366536871	5,674242373	5,751687804	  	4,480928137	  	2,538035475	3,684601718	5,613873747	4,961970129	4,967719	4,252468883	4,769146662	4,374835698	5,188566969	4,502239647	5,4523962	  	3,723743559	5,786126006	5,387752675	4,980111157	5,826188492	5,515836	4,278105127	5,620117236	5,724148855	5,730657585	5,270224737	3,09831346	4,941464804	5,46992425	5,988615305	4,597800174	5,895290098	5,293056463	  	5,90420211	5,348482556	5,450034585	5,559773	4,472972625	5,121964399	  	4,885687654	  	5,390200374	6,564075419	5,505631793	4,659448592	5,345196631	5,483155339	  	6,676855109	5,426095454	3,917157542	5,5508285	4,812537424	5,468020001	4,5403131	5,025007473	5,405009973	3,261374316	3,88197919	  	5,213877447	  	4,569810186	  	4,415189209	4,53427823	6,252186447	4,480596504	4,520462183	5,349957	5,438578972	4,917602351	6,120324159	4,64892922	6,114626657	5,325401704	  	3,959177065	5,532017641	5,0766479	4,789701062	  	5,14541948	4,355287405	5,914015983	5,305032206	4,823746345	5,356063023	5,076050526	4,938915786	5,654017792	5,801231087	4,087486461	5,636393138	4,599038899	4,580503343	5,598429739	5,737278438	5,178326189	4,823002841	3,532925377	  	4,785503907	5,274369938	4,367740737	  	  	6,633523361	6,236568177	4,323843749	5,049868395	5,052445625	5,701375276	  	  	6,070937594	5,732566636	4,422986952	5,297953112	4,41349798	5,483677622	5,254083025	3,879460049	5,701464664	5,836129797	5,405125162	6,046704831	3,99092345	5,412767874	5,893479133	5,402920793	5,403205484	2,304875147	5,528232167	  	5,778529461	2,084203974	5,06142165	4,293728492	4,144362373	4,120695043	3,663187717	3,953309447	4,646211843	5,546455738	3,557994253	4,060549471	4,060613129	5,446835056	5,246383335	4,051041597	3,893091914	3,010169001	4,453323104	4,504286015	5,549684323
2008-2009	EOSQ050	3,100531778	2,603603985	  	2,764512056	2,680395495	4,936325795	5,379502774	3,795586783	5,126288509	2,35260754	3,7218771	4,75333441	  	2,74699658	  	2,791697704	3,310977561	3,959918748	2,486353907	4,484828	3,517263021	3,600743083	2,899753221	2,835870976	2,815469823	4,835913271	  	1,94105186	5,631838625	4,456089745	3,481678023	3,554169699	2,81371	3,97500917	4,894145836	4,450718275	5,899539457	3,854200547	2,375226245	3,536452185	3,739971053	5,374584559	3,2530286	5,78772998	4,720391958	  	4,58814019	3,751205022	4,991853137	3,367601	3,984518667	4,34437195	  	2,394970752	  	3,950597768	5,943487922	4,294858979	5,419670961	3,655599787	3,261298483	  	5,029392329	4,581918722	3,875689835	2,931463768	4,341152862	4,556098346	3,034367182	3,147531169	5,031338616	3,448356936	2,753828173	  	4,239650068	  	3,508165777	  	3,287172216	4,500243578	5,453637057	3,687182708	3,142401256	3,455645	4,783006236	3,377704732	4,396286344	3,373167958	4,566114974	3,59645563	  	2,754865463	3,50383821	4,180162366	2,77933355	  	4,069238636	2,779495037	5,181270625	5,619857554	3,73241525	2,666504258	5,301716384	4,928628448	3,464245553	4,341061797	3,555629347	3,2871226	2,934040407	3,767039767	4,65899164	4,431546964	4,030868548	3,985681394	2,689253844	  	4,462851388	3,519207572	3,255359971	  	  	6,452900108	4,83008078	5,128248018	3,971189935	4,465481875	3,671814494	  	  	5,973936489	4,998448901	3,177772715	5,17893814	2,913465498	2,659049952	4,081400587	2,727863791	2,465992115	4,493013974	3,470774664	3,11383227	2,873298315	5,63621932	4,501151305	4,469476926	3,746382748	1,969813878	3,33816927	  	3,204909452	2,608126316	3,908416235	2,988712102	2,830408813	3,360419396	2,405157881	2,721266701	3,697396733	4,98646746	2,258115701	2,737205588	2,960633195	4,947572631	4,398674576	2,857623773	2,471994121	2,379019604	3,231363342	3,535587763	4,912703761
2008-2009	IMPGDP	43,3	24,2	  	20,246	29	21,828	51,8	35,6	61,2	24,6	68,5585556	85,8	  	30,5	  	32	66,34	28,5	12,343	17,1	85,488	15,4	55,1	76,6	26,7	32,9	  	31,8	33,307	33,1	23,838	53,005	41	56,3	52,745	74,286	51,291	30,7	37,3	34,819	44,4	81,699	30,9	40,146	28,532	  	66,3	47,2	39,7	66,2	35,4	31,1	  	136,3	  	78,404	196,74	77,695	45,955	24,3	25,332	  	70,4	45,549	29,429	64,5	15,927	86,5	40,2	42	44,765	30,3	64,7	  	64,659	  	161,6	  	26,5	67,383	131,5	67,1	36,3	65,9	89,441	31,8	84,2	59	68,76	34,357	  	66,3	65,1	40,6	55,4	  	59,7	23,82	67,313	29,613	62,7	36,7	29,951	38,9	22,229	71,7	71,1	21,843	41,776	43,004	39,947	49,5	47,1	44,6	21,859	  	30,7	38,3	44,7	  	  	202,049	86,818	73,18	34,746	32,736	42,5	  	  	44,665	46,999	34,6	66,293	64,4	32,3	65,566	39,6	39	56,537	28	34,9	44,2	78	29,497	16,985	29,889	24,1	82,5	  	28,7	55,3	51,7692623	40,82762222	38,38441176	37,44617647	34,55311765	38,57322222	57,4175	59,46658333	32,22166667	43,16277778	39,140125	48,41683871	65,06223977	44,25722222	38,15253846	25,61647059	45,973	44,11693982	58,43886486
2008-2009	TFDUTY	5,24882145	15,59129145	  	8,52581585	3,33443199	9,41628317	1,05907208	6,04157692	4,97514563	13,03005664	14,55527922	1,05907208	  	7,83522961	  	7,99767601	8,87897428	4,60744896	8,53092577	5,82861202	1,05907208	9,85368746	11,64036327	11,24048979	14,08195559	2,56584263	  	14,69503449	4,74050123	14,23271736	10,2971848	3,04202229	10,50713292	2,45311332	1,05907208	1,05907208	1,05907208	6,55305731	8,62244721	21,83326466	3,90058055	1,05907208	12,40574286	1,05907208	1,05907208	  	16,1547492	0,64202516	1,05907208	10,52746328	1,05907208	3,50093071	  	12,03607989	  	6,42123676	0	1,05907208	4,78802155	18,72189722	5,39548624	  	1,05907208	4,38804306	1,05907208	8,92885117	3,27054452	12,08114436	3,94643352	7,56340243	9,85058585	3,70170224	11,74582933	  	1,05907208	  	4,18034571	  	0	1,05907208	1,05907208	9,19965677	8,3657459	12,70964938	5,93512177	9,85368746	1,05907208	7,96385877	3,64249235	11,08063235	  	4,97600344	3,21144897	12,70475066	7,72251961	  	8,52945134	12,81167683	1,05907208	1,46014749	6,10641865	13,00304479	4,49937331	4,94246561	13,20965946	5,21066907	5,6934525	6,8108479	4,23079563	1,05907208	1,05907208	1,71089253	4,11388373	1,05907208	14,75854182	  	5,85719155	9,83418453	4,59655289	  	  	0,03431167	1,05907208	1,05907208	6,16127919	1,05907208	8,16486128	  	  	1,05907208	3,1108921	22,94463113	5,41491568	5,75083736	7,67678604	7,56817799	  	5,17973734	16,83489226	3,99626533	11,11139397	4,03810803	4,76833366	1,05907208	1,71089253	6,16488306	15,03521723	14,93748129	  	11,60218826	12,95736866	6,459776213	6,757377875	7,474904559	7,563387296	7,271245508	5,584198237	3,573349451	2,097786996	8,057434207	7,617660401	5,902965859	2,289760292	4,383177985	6,126240526	8,712817455	4,722867777	6,700533972	4,812705424	2,263645428
2008-2009	GCI.B.06.01.02	3,997825108	3,159938482	  	3,426519127	4,030552137	4,550098812	5,289946718	4,261266958	5,170981642	3,620012058	4,219527815	5,368340403	  	3,83295548	  	3,134127051	3,944140747	4,58967283	3,705399801	4,063143527	4,460149168	3,852718735	3,557634503	4,043181877	3,620448459	4,849082567	  	2,965793002	5,163664213	3,946464447	3,843078222	4,711000353	4,108589124	4,435681106	5,049006999	5,199481321	5,377241396	4,294327238	3,190158453	3,393904961	4,552634148	5,444948412	3,450369593	5,409382375	4,86140263	  	4,442561206	4,815620403	5,017279081	4,557403189	4,586877632	4,562191791	  	4,255390676	  	4,687172068	6,613280306	5,184758353	4,45606834	3,714636322	4,471325796	  	5,597561227	4,865643494	4,214143968	4,518921576	4,212451328	4,543757734	3,900950646	4,041490927	4,569171219	3,713178846	3,50479638	  	5,010632799	  	4,713298086	  	3,960558578	4,729857265	5,899678141	4,028755382	3,865688345	4,107606684	4,822673537	3,751288253	5,319912083	3,866872366	5,076608284	4,214499222	  	3,981603204	4,641246514	3,982634228	3,967365441	  	4,442369099	3,22388214	5,328015261	5,19269305	4,231288253	3,900729504	4,564575845	4,497717297	3,847737417	4,813485829	4,089005592	4,342574416	4,040662593	4,45695158	4,923138468	4,915104313	4,564376954	4,521043281	3,019195066	  	4,207670024	4,087539072	4,001673401	  	  	6,655064989	5,6069685	4,77817832	4,411316598	4,677011153	4,266859137	  	  	5,537818686	4,83873063	2,958693816	4,804220677	3,879197842	4,064642856	4,332324346	3,181947317	4,329973042	4,23232304	4,469776739	4,212845135	3,752396881	5,11199736	4,992636312	4,716841205	4,396218865	2,566654372	3,936543637	  	4,250975663	2,876874138	4,380786834	3,649912485	3,273250585	3,426685231	2,963199536	3,462664035	4,40598822	5,091461907	2,823171176	3,34715498	3,463905297	4,985355558	4,738027384	3,301095035	3,079409377	2,72739109	3,789300359	3,939087371	5,058820158
2008-2009	GCI.B.06.01	3,702933667	3,658576401	  	3,377469391	3,815606419	5,361052367	5,286967458	3,991288768	4,863193545	3,893849829	4,108376369	5,204227041	  	3,973019013	  	3,253380648	3,656426797	4,192567808	3,748586282	3,983678693	4,236455319	4,211931782	3,379717672	3,971384767	3,918390239	5,161965425	  	3,013959067	5,025242705	4,393481698	3,890060628	4,432193781	3,877886992	4,212280177	4,901066252	4,85763928	5,365498562	4,043243555	3,383394656	4,084180272	4,335136915	5,205985096	3,920333527	5,25709622	4,991790776	  	4,342834506	4,412952086	5,185080613	4,253854969	4,226663815	4,420139564	  	4,14340732	  	4,19810386	5,826064855	4,537772081	4,789110205	4,492860602	4,611303476	  	5,40696737	4,748024918	4,142743752	4,407660017	4,835410081	4,699578175	4,104883966	4,123795059	4,852419267	4,520642618	3,619090125	  	4,657438899	  	4,135459297	  	3,768955106	4,522055474	5,308735417	4,07738545	4,192314619	4,252934343	4,998527545	4,200413185	4,758053841	3,497542791	4,774517898	4,057905032	  	3,959182235	4,293520913	4,279167989	3,732646024	  	4,066987489	3,878272729	5,468780039	5,294025372	3,878382543	4,450688221	4,983294345	4,711034386	4,070225842	4,488648759	4,064861674	4,230281233	3,883979734	4,262537847	4,670643229	5,012431494	4,78847498	4,347123784	3,85408067	  	4,915718082	4,305529273	3,755663963	  	  	6,065293522	5,020210523	4,46441708	4,934311558	4,616944786	4,521157537	  	  	5,289600865	5,194584794	4,015714111	5,010875994	3,608068059	3,933219028	4,491506396	3,362880928	4,149430107	4,803660101	4,546861896	3,877401969	3,732984657	5,055624915	5,113471118	5,246319552	4,144504953	2,872801162	4,210761294	  	4,318810512	2,998016098	4,388782133	3,546128446	3,450166321	3,630386777	2,981810004	3,459883861	4,179251447	5,049469284	2,896004636	3,392322837	3,424130782	4,994756449	4,686812833	3,350126878	3,141887025	2,776404418	3,79386225	3,853489024	5,028685417
2008-2009	EOSQ122	3,953659595	3,295101521	  	3,939119025	3,950421243	5,520609027	6,034775242	4,593347067	4,972465712	4,207801653	4,435951254	5,650463437	  	3,902092317	  	3,18208612	3,943008784	3,561717594	4,756780912	4,699981	4,442596205	4,398200654	4,501313187	4,418583022	4,133432585	5,568317603	  	3,171556491	4,959865951	4,581383389	5,032549648	5,045456676	3,701989	4,455281531	5,0961449	4,824153164	5,777197442	4,453223187	3,416224384	5,223854253	4,731534763	5,267454895	3,810340278	5,38805179	5,258712589	  	4,685839005	4,074996399	5,582531523	3,869814	4,589752497	4,896230626	  	4,128101359	  	4,275917912	5,752851924	3,891183903	5,564489632	4,96613434	4,962879337	  	5,380092591	4,806574342	4,753530192	4,171564432	6,201246185	5,125403884	4,554436867	5,125764595	5,591915412	5,028794258	4,057850041	  	4,694128071	  	3,580356522	  	3,69874393	5,362349529	5,106592882	4,135290246	4,704103523	4,441658	5,343869441	4,094314544	4,474723124	4,170209731	4,921372045	4,768496573	  	3,548775316	4,183291514	4,985184611	3,287189153	  	3,78548782	3,872818227	5,593078404	5,319960944	3,809777848	4,695646037	5,5093969	4,994155851	3,946536733	4,369376659	4,289551945	4,689961149	5,082599255	4,583370461	4,741497346	4,846534726	4,682353812	4,121673679	4,465910716	  	4,852327422	5,775487412	4,033687286	  	  	5,656933489	4,661741294	5,137932276	4,473556213	4,976225357	5,130949734	  	  	5,730753771	5,916240784	4,756068335	5,867852477	4,536062901	3,836676473	5,239018012	3,309422657	3,597594226	5,205251564	4,594278047	4,116896218	4,887414304	5,167241936	5,137110375	5,81196772	4,350080906	3,760771251	4,261899642	  	4,259837444	3,355129882	4,644985161	3,802408672	3,742712649	3,843977954	3,064405029	3,90227106	4,308305898	5,32754262	3,102764172	3,629026653	3,602022063	5,320825872	4,820305494	3,778758857	3,325520807	2,916480156	4,047193098	4,109382169	5,280469035
2008-2009	EOSQ100	2,908305344	3,178783331	  	3,879112234	3,274725861	4,803582121	5,103552467	3,188853014	4,223467955	3,167455335	4,088074758	4,825069665	  	2,932631373	  	2,503352437	2,718004188	3,311259813	3,622099893	3,057823	3,279205352	2,960412808	2,311216771	3,669490425	2,809677714	4,864818633	  	2,217224378	4,428519112	4,754552457	3,690543374	4,248315311	2,722888	3,374810561	4,558774529	4,10799067	5,074580635	3,479278275	2,781018697	2,446375709	3,56955545	3,773580258	2,573511885	4,92178521	4,823910958	  	3,037040518	3,284341485	4,830256629	2,579251	3,850447464	3,711023153	  	2,806998321	  	3,620525726	5,231048257	3,131796191	4,61623468	4,188779935	4,590744453	  	4,778434877	4,20729235	4,135955852	3,654477482	5,254382224	3,353276615	3,545391163	3,107358943	4,975446042	3,630085801	3,018360567	  	3,456134145	  	3,246293259	  	2,604729275	3,651148906	4,891986852	3,012966662	2,675893175	2,733421	4,635454959	2,668890877	3,808009147	2,516542377	3,802367928	3,832657353	  	3,172556719	3,689328408	3,941701837	2,438101536	  	3,553961546	2,964448412	4,875531794	4,531748477	3,057777207	3,705760638	4,856557764	4,047580504	3,159725439	3,81693829	2,663887484	3,862440516	3,85548401	3,706720125	3,752563381	4,330396076	4,147189211	3,593165296	3,546708591	  	3,750166995	2,549449035	3,033455601	  	  	5,050331119	3,488974372	3,954267603	4,503155276	4,355192262	4,329615815	  	  	5,125534953	5,355762275	2,830591925	5,241766167	2,841701328	2,881873096	3,968454945	2,361594425	3,536918616	4,3565292	3,480294428	2,486506842	3,429715752	4,269378018	4,709904105	5,148162231	3,684402336	3,290522573	3,938072824	  	3,098069711	2,953467565	3,691490392	3,113137544	3,09732516	2,919148957	2,172343667	2,903310862	3,298266755	4,601943507	2,109193594	2,693984396	2,944017375	4,584798259	3,970655186	3,079502735	2,338751128	2,3037731	3,169769666	3,352973865	4,591836214
