Edition	GLOBAL ID	Albania	Algeria	Angola	Argentina	Armenia	Australia	Austria	Azerbaijan	Bahrain	Bangladesh	Barbados	Belgium	Belize	Benin	Bhutan	Bolivia	Bosnia and Herzegovina	Botswana	Brazil	Brunei Darussalam	Bulgaria	Burkina Faso	Burundi	Cambodia	Cameroon	Canada	Cape Verde	Chad	Chile	China	Colombia	Costa Rica	Ivory Coast	Croatia	Cyprus	Czech Republic	Denmark	Dominican Republic	Ecuador	Egypt	El Salvador	Estonia	Ethiopia	Finland	France	Gabon	Gambia, The	Georgia	Germany	Ghana	Greece	Guatemala	Guinea	Guyana	Haiti	Honduras	Hong Kong SAR	Hungary	Iceland	India	Indonesia	Iran, Islamic Rep.	Ireland	Israel	Italy	Jamaica	Japan	Jordan	Kazakhstan	Kenya	Korea, Rep.	Kuwait	Kyrgyz Republic	Lao PDR	Latvia	Lebanon	Lesotho	Liberia	Libya	Lithuania	Luxembourg	Macedonia, FYR	Madagascar	Malawi	Malaysia	Mali	Malta	Mauritania	Mauritius	Mexico	Moldova	Mongolia	Montenegro	Morocco	Mozambique	Myanmar	Namibia	Nepal	Netherlands	New Zealand	Nicaragua	Nigeria	Norway	Oman	Pakistan	Panama	Paraguay	Peru	Philippines	Poland	Portugal	Puerto Rico	Qatar	Romania	Russian Federation	Rwanda	Saudi Arabia	Senegal	Serbia	Seychelles	Sierra Leone	Singapore	Slovak Republic	Slovenia	South Africa	Spain	Sri Lanka	Suriname	Swaziland	Sweden	Switzerland	Syria	Taiwan, China	Tajikistan	Tanzania	Thailand	Timor-Leste	Trinidad and Tobago	Tunisia	Turkey	Uganda	Ukraine	United Arab Emirates	United Kingdom	United States	Uruguay	Venezuela	Vietnam	Yemen	Zambia	Zimbabwe	Average GCR	Latin America and the Caribbean	Emerging and Developing Asia	Middle East, North Africa, and Pakistan	Sub-Saharan Africa	Commonwealth of Independent States	Emerging and Developing Europe	Advanced economies	Low income	Lower middle income	Upper middle income	High income: OECD	High income: nonOECD	ASEAN	Stage 1	Transition from 1 to 2	Stage 2	Transition from 2 to 3	Stage 3
2012-2013	EOSQrailroad	1,204342194	2,02971605	  	1,739258054	2,618243978	4,2754258	5,26458167	3,940627902	n/appl.	2,47817899	n/appl.	5,191058823	  	1,631586592	  	3,02211705	2,4701567	3,052212377	1,791379108	2,070859444	3,043575263	1,995644237	n/appl.	2,274515972	2,461699755	5,031443283	n/appl.	n/appl.	2,615618161	4,597063724	1,599776809	1,699613047	2,076948298	3,224917473	n/appl.	4,567551435	4,822519822	2,699045103	2,340455	3,143044613	1,762436742	3,46324669	1,428930838	5,738270339	6,279501042	2,567356	n/appl.	4,0152	5,731664751	1,711278255	2,53601303	1,246767821	1,619377	1,837424528	1,287931344	1,138793391	6,4242568	3,509073971	n/appl.	4,435612022	3,185063059	3,380400023	4,131465228	3,185105057	3,605718785	1,262955524	6,605762771	1,8890758	4,26387136	2,49725257	5,639916733	n/appl.	2,29857025	  	4,021895364	1,028444214	1,558206248	2,861554	n/appl.	4,693005451	5,179658913	1,946296608	1,868823787	2,18517564	4,876121151	2,703825405	n/appl.	2,002151499	n/appl.	2,799001622	2,505946864	2,498386297	2,919540496	3,888965469	2,029966621	  	3,688569138	1,100669462	5,71460634	3,582515608	2,171645182	1,892929329	3,305725686	n/appl.	2,570315129	4,044237211	1,055773463	1,871516533	1,897519373	2,379236718	4,460805971	2,125895775	n/appl.	2,243507958	4,173511461	n/appl.	3,738358954	1,704125949	1,7398069	n/appl.	1,304647	5,744798788	4,524824186	3,088671174	3,360587503	5,716219249	3,797672	1,125550501	3,244993793	4,679695519	6,78273344	  	5,480358907	3,487544444	2,255971108	2,590514423	n/appl.	n/appl.	  	3,124350605	1,442853211	4,549651147	n/appl.	5,013214031	4,830934698	1,297205374	1,408193386	2,5529552	n/appl.	2,280992552	2,4021823	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data	not relevant due to nature of data
2012-2013	EOSQ353	3,716341406	2,737804296	  	3,649701946	3,015195294	5,132661743	4,914379072	3,994049948	6,01398471	3,272086897	5,609805379	6,330457346	  	3,730228315	  	3,255584362	1,71835915	3,691671224	2,644951718	4,544617944	3,664572673	3,599743946	2,64381047	4,207401318	3,667655179	5,724374991	3,932893253	2,784576268	5,223210873	4,446036017	3,158211962	2,446539323	4,638044425	4,000578519	4,972745282	4,63694388	5,768442889	4,707215462	3,875144	3,984161804	3,924556029	5,589336181	3,486695525	6,305658778	5,411555077	2,637509	4,833726241	4,254229	6,042646977	4,029913818	4,24955877	3,958807919	3,538032	3,32049485	1,887258131	4,613405228	6,542549538	3,960298473	6,155477079	3,978964946	3,572231757	3,973732258	5,30219848	3,909389822	3,858777528	5,101206602	5,23914025	4,401820924	3,371651409	3,767971119	5,537266533	4,074868723	1,4975734	  	4,75918488	4,118851377	3,42694268	4,09488	3,455619	5,197438349	5,456984763	4,223773146	3,230145797	3,739655936	5,520745073	4,061325839	5,726067018	3,672604703	4,823366109	4,262698085	2,975521809	3,037531083	3,644580866	4,768516785	3,365603828	  	5,354885354	2,708552769	6,772327415	5,509805399	3,175136524	3,552944056	5,416790061	5,431963086	4,426797588	6,415406996	3,567768791	3,47432488	3,31752108	3,519054639	5,027317892	5,23453091	5,18863883	2,638880753	3,742733193	3,515143	5,339375769	4,526199714	2,6672439	4,963218	3,324706	6,760726776	3,96364259	5,226505364	4,688051821	5,755592677	4,880177	4,96666902	4,219569888	5,930804851	5,171449866	  	5,316324249	1,678810423	3,326015543	4,585720904	2,719524373	3,760800273	  	4,35120856	3,771164665	4,042404621	6,401894951	5,843806854	5,576021476	4,865654021	2,543864393	3,4457546	2,987891267	4,129543301	4,418531233	4,26886645	3,776336671	3,190403868	4,175207416	3,750422457	3,174685455	3,608527536	5,418651202	3,291086053	3,40322392	3,614898151	5,306502584	5,166745166	3,243776964	3,336975166	3,187804477	3,64323943	4,594200362	5,385451283
2012-2013	EOSQ061	4,759382531	3,3235437	  	3,525686	4,676665949	5,806779943	5,760188726	5,042105797	6,02513371	3,455867213	6,28297113	6,155266664	  	3,380529923	  	3,482636464	2,32719505	4,093133116	3,04271118	4,88886163	3,996047637	3,311997709	2,801708657	4,40118334	3,651192934	5,949031115	4,278605929	2,917814328	5,4909272	4,531016212	3,787558146	4,93491189	4,277290046	4,317035851	5,385916807	5,9695434	5,971213658	5,412222772	4,307415	5,005561613	5,388762748	4,458277529	5,128313775	6,199568504	6,212814047	3,674443	4,875697869	4,277497	6,353451657	4,063360195	5,348067556	4,941530385	3,647861	4,136764993	2,201856715	4,496649635	6,682243025	4,186276157	6,21763454	4,714649784	4,205252624	3,111142381	5,737126745	5,270662392	4,728474858	5,549905495	5,291565001	5,513387714	4,094273191	4,775026874	5,8946854	4,209402649	2,939581	  	5,271161612	5,123446967	2,489973194	4,018279	3,251662	4,229881905	5,842209844	3,63777135	3,562129301	3,064060648	5,922630235	4,169315274	5,909533091	2,817433029	5,174475591	4,778615853	3,581897218	3,271266041	4,378290842	5,068710699	3,887803697	  	4,938999767	3,151580692	6,594259751	6,172572408	4,195885441	4,002241942	6,165640211	5,459232012	4,326383433	6,358233869	2,539346998	4,45535627	3,63422202	3,808333521	5,640305222	5,841798607	5,972155738	3,411697032	3,829140116	4,263579	5,651609892	4,352304225	3,210629625	5,004302	2,747041	6,814419424	3,35958309	4,487572226	6,112116271	6,009488073	4,963411	4,004347346	3,501108747	5,970764028	6,493466659	  	5,350493128	4,206218971	3,493467274	5,696697681	2,915140223	4,994476838	  	5,551423904	3,782600164	4,259845387	6,597413931	5,955298323	5,788833196	4,859790492	3,315889954	4,0978374	3,459357133	3,910347185	3,393958533	4,590429101	4,259378113	3,520565653	4,406798624	3,845443476	4,100802737	3,984497117	5,751664179	3,52657879	3,664519795	4,088473588	5,648503403	5,432746235	3,649631659	3,536813536	3,472262676	4,126784657	4,911348153	5,750145444
2012-2013	AIRSEATKM	22,39354942	145,9654191	  	772,3284206	49,44627122	4092,364496	431,0523884	77,43319549	210,7272	205,6392268	82,16134275	567,9178708	  	20,87031015	  	57,67158334	5,914355293	5,598587517	3756,576295	46,59406786	94,66782132	14,00835219	2,314589118	63,05536045	45,2429407	3324,48901	36,18008733	9,119287426	534,2532381	11685,48101	487,0809047	130,3102477	33,40544068	75,40049102	190,1685256	192,6883987	441,5407335	332,1479352	157,8786927	668,0818594	87,47601302	25,79787605	223,7794039	396,1421033	3717,545926	22,54448818	12,61202901	29,39650442	4754,748188	98,57455377	544,8005576	45,14420422	9,466982978	10,14589199	24,42810302	27,22457238	2396,316728	118,4654791	102,2631396	3246,869156	1794,944532	294,8504184	400,9235279	482,3916143	2321,662617	134,7936395	5097,174505	185,5194036	212,931982	283,1906905	2090,81186	237,2974936	50,1281374	  	70,79856944	158,2222281	0,21758009	5,768217202	44,83027432	48,71768418	21,75454329	6,927236173	50,06855787	5,75347722	1465,757298	23,63351759	65,86551728	9,849359894	175,5722616	1702,926457	16,94498495	30,07728751	16,29530565	402,0710803	31,04839063	  	34,45181281	86,19971551	1702,134983	706,345908	19,57168059	308,3474498	488,31113	182,0895319	390,219006	294,8071761	19,54351948	451,9740407	970,1595078	305,8875474	694,2180341	439,6	894,0940221	174,1498026	3280,452637	13,21628698	1065,36585	86,94330004	57,90921908	23,61700411	6,698789793	2295,89696	16,53462074	12,61911897	1146,333271	3660,031475	259,0800708	24,11378366	0,262953935	463,6054408	918,7567393	  	944,7312232	69,41912827	80,22667469	2286,09634	11,15336386	60,25913813	  	1817,635161	43,2962275	242,9341397	3633,559999	6269,482195	32294,2858	65,05842483	258,1629033	674,452928	35,52433276	30,9797175	15,3956043	948,7934017	381,4415283	1342,679992	503,4274987	85,25702464	447,6763311	228,696971	2295,43812	54,13370513	271,8962225	719,5665855	2486,210825	807,3907464	811,2288927	162,2957566	194,1600373	634,4204494	797,5987691	2257,279106
2012-2013	GCI.A.02.01	3,196383072	2,732869114	  	3,061593828	3,227265127	5,419314343	5,113573624	3,783448993	5,085057517	2,731773801	4,809241048	5,252267421	  	2,678573672	  	2,879152619	2,11189691	3,448410575	3,420125996	3,819651642	2,957561383	2,546585285	2,296503981	3,383507768	2,827660718	5,923873718	3,408124367	2,521568316	4,458420403	4,877022555	2,803213611	2,769435982	3,120740867	3,879702568	4,564362672	4,314494658	5,079989264	3,759124413	3,373739167	3,606210314	3,526795675	4,029981476	3,217403948	5,484527618	6,297511327	2,598769107	3,939485648	3,770725669	6,241090713	3,072598808	3,836108499	3,162033265	2,329266281	2,989539095	1,681206024	3,042706177	6,560997163	3,632946752	5,037811497	4,572327935	3,97707402	3,409155108	4,641166696	4,055519548	4,578721989	3,501634609	6,001015948	3,866166705	3,362772727	3,450531443	5,865073085	3,85095826	2,296454452	  	3,826314331	2,81474849	2,462432714	3,321375975	2,768099682	4,257600833	4,930833775	2,931089472	2,553922095	2,775359313	5,348724882	3,226311407	4,223632667	2,509942498	4,099221101	4,376998095	2,494873712	2,422981237	3,158865563	4,091110265	2,624741003	  	4,214594249	2,275521345	6,135757716	4,662805419	2,962227766	2,877740998	4,324403337	4,908061282	3,445678963	4,697001305	2,219925643	3,085278276	3,2479987	3,020733907	5,087131898	4,234409485	5,030972665	2,420460609	4,097798838	3,733882266	5,044378257	3,064142323	2,447013371	3,994453446	2,343783771	6,554855757	3,476905332	4,041157702	4,600246732	6,041920012	4,128538568	3,271141901	3,471093403	5,031320527	5,813076339	  	5,138153319	2,913250237	2,768763638	4,952766784	2,31355223	3,63673465	  	4,828336287	2,732544934	3,568345672	6,568776315	5,838789688	5,746207874	3,29257832	2,382220768	3,139026593	2,624757567	3,07817403	2,939401675	3,788432611	3,166482745	3,011204004	3,668055471	3,009953179	3,27943727	3,236882561	5,094585457	2,707719326	2,877832	3,226438291	5,02520985	4,644530751	3,096527821	2,744594104	2,819157291	3,203557297	4,078407756	5,087742417
2012-2013	EOSQ064	4,830509266	4,472411858	  	3,48083473	4,902742396	6,257448086	6,722673176	4,65146058	6,323171372	1,791561048	6,289210302	6,565743544	  	2,537206654	  	3,756404862	6,02653495	3,592146874	4,942342847	5,479147148	3,889484327	2,271807511	1,884920622	3,571994934	2,84513139	6,557204281	1,80699029	1,527198177	5,359349843	5,199808921	5,062722858	5,514337591	3,763673684	5,444607378	5,424834633	6,517919081	6,759459678	2,127601731	4,053972	4,427661795	4,900987026	5,205020433	3,155434313	6,595249526	6,659775973	2,464056	4,118542296	5,473028	6,408926627	2,970799879	5,222806133	4,989666816	1,45837	2,96182696	1,55669066	3,565538442	6,7642583	5,664488425	6,781919738	3,243857946	3,913726086	5,177258588	6,508162727	5,458729783	5,750732556	4,418954395	5,863886918	5,741808857	4,447825413	3,622014041	6,022956867	5,028799201	2,9045048	  	5,003357902	1,176648707	3,670086918	2,989497	4,292816	5,572303604	6,553174063	5,00752684	2,247451312	2,227012904	5,880034267	3,45320169	4,825040273	3,699959687	4,992900391	4,555738154	4,270843255	3,615744348	4,642832826	5,240368169	3,165322366	  	5,422956726	1,390357231	6,804285947	5,986440487	3,695836362	1,689117116	6,511013959	6,336151642	2,267230475	5,503989799	2,986516018	4,811670696	3,731983833	5,47295113	6,279745554	5,067256188	6,600563474	4,179160224	4,329588622	4,198573	6,348474785	1,845551855	4,8173072	5,29224	2,579196	6,731156042	6,281878734	6,185841889	3,904490632	6,095869626	5,323667	3,938762834	3,934209987	6,587896198	6,762683497	  	6,251736562	2,316525575	1,93132877	5,4922481	2,905016908	5,427960158	  	4,63875922	2,182243673	4,577060078	6,394011672	6,693160354	6,019151333	5,860621609	1,998440679	3,14394485	1,403162476	3,518804165	1,6938452	4,48772618	4,070399095	3,216652507	4,407676398	2,910480042	4,208175413	5,015538782	6,185761019	2,411262291	3,276267885	4,157677088	6,240388959	5,750027069	3,468119913	2,526460425	3,673266262	4,18100176	5,100592811	6,208447632
2012-2013	FIXEDTELPC	10,53623334	8,502833767	  	24,87454728	18,62764641	46,62534263	40,26895574	18,09447494	20,89276068	1,063167725	51,35274254	43,06349158	  	1,678201198	  	8,720753188	25,47651689	7,365696609	21,87883956	19,66778178	31,03380479	0,834101207	0,388889267	3,704950856	3,339754918	47,85505119	14,88318667	0,270747567	19,49286387	21,15778693	15,18680294	31,5364085	1,330637674	40,06017436	36,27414103	20,90315885	45,12815755	10,3837232	15,07295588	10,55806521	15,25493975	35,10115722	0,978362212	20,05656695	55,92000012	1,955337485	2,764479312	31,00953887	63,04578419	1,140443397	49,90942518	11,02057447	0,176094092	20,18279456	0,500337878	7,856139132	61,05526294	29,4328603	58,43275806	2,632736421	15,93619244	37,12226081	45,21998532	46,28286447	34,64460019	9,88858612	51,05663293	7,351904823	26,14527897	0,681441609	60,89622683	20,69256325	8,901119687	  	23,01878347	21,12971178	1,625002336	0,075134938	15,56960141	21,859536	54,10114722	20,03340289	0,647718159	1,127899768	14,70208032	0,660978875	54,88722164	2,04131536	28,66998369	17,14727773	33,28626994	6,698334425	26,84128015	11,04972848	0,368245195	  	6,024086017	2,773560331	43,53220504	42,58684261	4,899913269	0,442791122	42,71352131	10,09516381	3,237270201	15,19041999	5,550257373	11,07971182	7,15023495	18,07099197	42,33139062	22,05684862	16,39883831	21,92522612	30,93155132	0,355489151	16,49835747	2,713173923	37,32014531	32,12744161	0,238601007	38,87675496	19,300459	42,88765865	8,178759016	42,33629847	17,14575645	16,14977929	4,400122992	48,72495789	60,8178205	  	72,68063311	5,44649975	0,348481774	9,666721352	0,264682788	21,69094218	  	20,65579773	1,347029003	28,06114293	23,13412219	53,23833338	47,91025375	28,5460567	24,90779342	11,45919616	4,334698394	0,636194886	2,791198442	20,73294571	16,33460643	7,883716643	13,44759976	3,840167798	22,2781692	25,27049749	44,82613037	1,217567055	8,788628022	17,50790182	43,30499688	29,36787386	9,14301754	1,99886813	13,7699078	14,88188718	24,4622989	44,02193757
2012-2013	MOBSUBPC	96,3933945	98,9875902	  	134,9211144	103,5663737	108,3353549	154,78324	108,7479044	127,9641264	56,48078539	127,0117733	116,6127738	  	85,33266549	  	82,80316785	84,5173321	142,8181774	123,1758591	109,1696269	140,6781236	45,27445884	14,46035135	69,90473313	52,35359201	75,27990824	79,19314402	31,80480042	129,7080782	73,18776926	98,45142015	92,20475714	86,42123062	116,3706103	97,70546068	121,6028451	126,4581629	87,21780167	104,5455987	101,0763385	125,845224	138,983109	16,67172011	166,0238042	105,0282155	117,3202491	89,01510779	102,346648	132,2987788	84,77929582	106,4789464	140,3756415	44,02352304	68,61502037	41,48645166	103,9658854	209,6399322	117,2968185	106,0792438	71,99905491	97,71953762	74,92520816	108,4084545	121,6578152	151,8374453	108,1214042	102,6650202	118,2047588	142,5498635	64,84245944	108,504517	160,7756989	104,8292283	  	102,9359711	78,64948273	47,90680099	49,16775098	155,6960141	151,2979213	148,2675345	109,3621617	38,28077561	25,0685136	127,0351203	68,32225788	124,8634096	92,71026164	99,04384916	82,37873746	104,7985198	105,078329	185,276093	113,264873	32,82674824	  	104,9602755	43,80556809	115,4458187	109,1854156	82,15224591	58,57504542	116,7548724	168,9741036	61,61096141	203,8839769	99,40262991	110,4136635	91,99208388	128,4630552	114,9203113	82,98893133	123,114413	109,1596364	179,3087029	40,63067089	191,2426942	73,25495968	125,392874	145,7130031	35,63159631	149,4853538	109,3494803	106,5619269	126,8331905	114,2330168	87,04729881	178,8753331	63,7015615	118,5711258	130,0623629	  	124,0698425	90,64122215	55,53287704	113,1610259	53,22698066	135,5665317	  	88,70464879	48,3841688	122,9622918	148,6188563	130,7519369	105,9136009	140,7518858	97,77526778	143,3891012	47,04861475	60,59055913	72,13209456	102,7223407	107,9859788	73,12923617	109,580235	64,7313963	117,7500838	121,0760558	121,1873316	48,32172087	80,96118058	107,6644875	120,2976184	139,3571581	83,59680321	57,11133981	102,7115539	98,6127299	130,659902	122,121322
2012-2013	GCI.A.02.02	3,755076511	3,588840323	  	4,106856472	4,185648721	5,973435241	6,496422428	4,10576935	5,290421145	1,708988461	6,352876386	6,099056943	  	2,447951874	  	3,025450754	4,762638535	3,704933557	4,576220028	4,583963448	4,615211919	1,806899426	1,442460311	2,76956007	2,183398081	5,749942045	2,188050483	1,263660008	4,778145619	4,043546969	4,071696744	4,831341946	3,074999667	5,422791323	5,034061319	5,307458012	6,398281469	2,28146208	3,640389341	3,613899694	4,341021063	5,403995351	2,077717156	5,674746024	6,259180062	2,817310349	3,285351196	4,919633737	6,479828527	2,657726028	5,555708876	4,410968421	1,384305851	2,829963966	1,401269844	3,19857995	6,88212915	5,145961481	6,333589867	2,632069264	3,516012615	4,652988289	6,047019321	5,730299913	5,799538786	3,678022935	5,831245746	4,46741152	4,734815789	2,730327572	5,98488601	4,915370722	2,879019257	  	4,392624081	2,100225128	2,539444487	2,215151431	4,355268053	5,230884402	6,754601428	4,364307421	1,705969001	1,613506452	4,824912662	2,690081275	5,593527872	3,122952707	4,549922923	3,687754143	4,435033904	3,237800206	4,952964418	4,193367087	2,095690983	  	4,139908255	1,34753354	6,221095823	5,697275263	2,986906073	1,684343398	6,060371547	5,171644464	2,01192693	4,946635649	2,851159404	3,943959864	3,129850849	4,765826282	5,907126211	4,135365645	5,199050522	4,018497365	4,949727486	2,711350851	5,417925797	1,948854096	5,120885877	5,421495547	1,838222319	6,441925289	4,97383704	5,774963561	3,658250271	5,806650279	4,13090722	4,19999814	2,871947144	6,347290438	6,62832605	  	6,296805369	2,404978805	1,766843027	4,278624378	2,224424452	4,96922457	  	3,941112238	1,801580831	4,622704775	5,672008214	6,602315417	5,871738113	5,508426075	2,895512184	3,542797626	1,395091578	2,624764508	1,858751211	4,08783742	3,740553666	2,704175986	3,833434834	2,435328517	4,137481314	4,674679814	5,904074014	1,932006312	2,866964393	3,824518216	5,913361216	5,324418311	2,960635739	2,093652441	3,415564573	3,6573504	4,775109484	5,900603122
2012-2013	GCI.A.02	3,475729792	3,160854718	  	3,58422515	3,706456924	5,696374792	5,804998026	3,944609172	5,187739331	2,220381131	5,581058717	5,675662182	  	2,563262773	  	2,952301687	3,437267722	3,576672066	3,998173012	4,201807545	3,786386651	2,176742356	1,869482146	3,076533919	2,505529399	5,836907881	2,798087425	1,892614162	4,618283011	4,460284762	3,437455177	3,800388964	3,097870267	4,651246945	4,799211996	4,810976335	5,739135367	3,020293247	3,507064254	3,610055004	3,933908369	4,716988414	2,647560552	5,579636821	6,278345694	2,708039728	3,612418422	4,345179703	6,36045962	2,865162418	4,695908688	3,786500843	1,856786066	2,909751531	1,541237934	3,120643063	6,721563156	4,389454116	5,685700682	3,602198599	3,746543318	4,031071699	5,344093009	4,892909731	5,189130387	3,589828772	5,916130847	4,166789113	4,048794258	3,090429507	5,924979548	4,383164491	2,587736855	  	4,109469206	2,457486809	2,5009386	2,768263703	3,561683868	4,744242618	5,842717601	3,647698446	2,129945548	2,194432882	5,086818772	2,958196341	4,90858027	2,816447603	4,324572012	4,032376119	3,464953808	2,830390722	4,055914991	4,142238676	2,360215993	  	4,177251252	1,811527443	6,17842677	5,180040341	2,974566919	2,281042198	5,192387442	5,039852873	2,728802947	4,821818477	2,535542523	3,51461907	3,188924774	3,893280095	5,497129055	4,184887565	5,115011593	3,219478987	4,523763162	3,222616559	5,231152027	2,50649821	3,783949624	4,707974497	2,091003045	6,498390523	4,225371186	4,908060632	4,129248502	5,924285145	4,129722894	3,735570021	3,171520273	5,689305483	6,220701194	  	5,717479344	2,659114521	2,267803333	4,615695581	2,268988341	4,30297961	  	4,384724263	2,267062883	4,095525223	6,120392264	6,220552553	5,808972993	4,400502197	2,638866476	3,34091211	2,009924572	2,851469269	2,399076443	3,938135015	3,453518206	2,857689995	3,750745152	2,722640848	3,708459292	3,955781188	5,499329735	2,319862819	2,872398196	3,525478253	5,469285533	4,984474531	3,02858178	2,419123272	3,117360932	3,430453848	4,42675862	5,49417277
2012-2013	GOVBALGDP	-3,501	-3,618	  	-3,289	-2,664	-4,269	-2,558	13,288	-2,287	-4,143	-4,319	-4,186	  	-1,438	  	0,813	-3,072	-4,168	-2,607	31,852	-2,1	-2,456	-3,957	-2,643	-1,912	-4,549	-8,857	3,22	1,245	-1,244	-2,06	-4,323	-5,668	-5,462	-6,5	-3,842	-3,905	-2,523	-1,017	-9,935	-4,165	0,994	-1,632	-0,802	-5,339	2,069	-4,371	-0,87	-1,047	-4,287	-9,178	-2,83	-2,947	-1,834	-3,699	-2,826	3,731	3,961	-4,634	-8,661	-1,576	0,229	-9,854	-4,009	-3,946	-6,516	-10,069	-6,172	5,753	-4,149	2,323	31,04	-4,785	  	-3,412	-5,572	-10,459	-3,388	6,21	-5,237	-0,718	-2,554	-1,591	-7,894	-5,051	-1,326	-2,957	-1,517	-3,364	-3,42	-2,383	-3,614	-6,49	-6,936	-4,939	  	-7,929	-1,673	-4,996	-6,185	0,484	1,08	13,099	9,815	-6,356	-2,351	1,173	1,863	-0,826	-5,231	-4,035	-1	7,761	-4,12	1,561	-1,892	15,231	-6,124	-4,038	2,573	-5,719	7,271	-5,531	-5,676	-4,578	-8,456	-6,912	-0,086	-6,751	0,114	0,43	  	-4,32	-2,142	-5,961	-1,923	50,191	0,295	  	-0,274	-7,248	-2,731	11,023	-8,663	-9,562	-0,791	-5,3	-2,696	-4,354	-3,429	-2,148	-1,68691791	-1,92332	2,416529412	2,033058824	-3,577647059	0,558555556	-3,1765	-3,228777778	-3,089	-2,006027778	-1,68285	-3,646290323	4,611315789	1,904111111	-3,405641026	4,588058824	-1,899121212	-0,881041667	-2,831567568
2012-2013	GNSGDP	11,752	50,095	  	22,023	18,702	24,939	25,21	47,866	28,575	26,717	3,915	21,124	  	9,787	  	23,972	10,867	14,742	18,449	  	25,004	11,231	7,738	13,367	14,843	20,005	24,065	18,761	23,357	51,036	21,822	16,084	14,867	23,444	8,135	21,505	23,814	8,287	28,736	15,123	8,376	27,699	25,644	21,006	18,78	40,5	3,609	10,903	23,716	16,155	4,792	12,94	8,627	7,827	24,452	18,36	27,004	20,698	7,838	31,578	33,015	53,774	10,593	18,785	16,44	14,544	21,932	14,385	39,631	11,263	31,825	59,57	21,345	  	24,953	16,262	20,288	  	18,061	17,124	28,046	22,693	17,887	11,572	33,667	10,24	9,317	26,682	14,36	24,18	13,876	48,027	-1,242	27,232	11,227	  	26,038	33,635	26,386	15,349	13,659	28,363	37,54	41,812	13,611	16,267	18,103	24,274	24,554	17,48	11,586	13,3676532	54,269	24,647	28,625	14,938	43,036	20,865	16,086	13,836	0,727	44,371	21,868	21,279	16,471	18,35	20,322	21,518	-1,512	26,808	34,6	  	30,138	13,19	22,984	29,998	51,21898075	35,979	  	12,49	13,559	17,45	31,664	12,917	12,875	16,156	31,315	29,342	1,999	26,198	-10	21,02139874	18,1838	25,08688122	29,18529412	14,11391176	23,50977778	16,75358333	21,24701814	12,548125	18,67636058	21,7804	20,91754839	26,9114028	18,21588889	14,89615385	28,69105882	18,45948427	21,94041667	22,43750414
2012-2013	INFLAYRAVG	3,427	4,5	  	9,775	7,656	3,389	3,6	7,869	1	10,703	9,42	3,469	  	2,736	  	9,884	3,7	8,464	6,636	2,021	3,389	2,75	14,892	5,478	2,94	2,89	4,474	1,891	3,34	5,417	3,416	4,878	4,9	2,26	3,486	1,929	2,757	8,459	4,476	11,068	3,578	5,121	18,111	3,324	2,293	1,3	4,796	8,543	2,482	8,725	3,1	6,215	21,524	5,701	7,4	6,762	5,281	3,9	4,006	8,628	5,357	21,3	1,139	3,45	2,902	7,525	-0,283	4,409	8,329	13,998	4,026	4,747	16,587	  	4,223	4,985	5,623	8,487	14,134	4,124	3,41	3,9	10,556	7,62	3,2	3,051	2,433	5,7	6,537	3,404	7,65	9,481	3,083	0,907	10,351	  	5,75	9,613	2,477	4,028	8,085	10,841	1,301	4,032	13,661	5,876	6,578	3,37	4,761	4,268	3,558	2,9	2	5,812	8,443	5,67	4,976	3,409	11,215	2,559	18,461	5,248	4,079	1,828	4,999	3,053	6,717	17,712	6,105	1,366	0,228	  	1,422	12,425	7,029	3,807	13,5	5,099	  	6,472	6,524	7,958	0,882	4,454	3,142	8,093	26,09	18,678	17,61	8,659	3,47	6,26438806	7,27088	6,315352941	6,818294118	7,270647059	9,495555556	4,629166667	2,986416667	8,647333333	7,415027778	6,35185	2,907290323	4,245684211	4,811333333	8,758512821	7,878764706	5,470030303	5,597833333	2,983432432
